observation,action,reward,next_observation
[-0.13368647 -0.43406945  0.1853319   1.0938305 ],1,1.0,[-0.14236785 -0.24180758  0.2072085   0.8645525 ]
[-0.14236785 -0.24180758  0.2072085   0.8645525 ],1,1.0,[-0.14720401 -0.05001691  0.22449955  0.6435047 ]
[-0.03656163  0.03710708 -0.01355132  0.04702893],0,1.0,[-0.03581949 -0.15781796 -0.01261074  0.33540568]
[-0.03581949 -0.15781796 -0.01261074  0.33540568],0,1.0,[-0.03897585 -0.3527582  -0.00590263  0.6240853 ]
[-0.03897585 -0.3527582  -0.00590263  0.6240853 ],1,1.0,[-0.04603101 -0.15755433  0.00657908  0.32954925]
[-0.04603101 -0.15755433  0.00657908  0.32954925],1,1.0,[-0.04918209  0.03747335  0.01317006  0.0389483 ]
[-0.04918209  0.03747335  0.01317006  0.0389483 ],0,1.0,[-0.04843263 -0.15783495  0.01394903  0.33575726]
[-0.04843263 -0.15783495  0.01394903  0.33575726],0,1.0,[-0.05158933 -0.3531526   0.02066417  0.6328061 ]
[-0.05158933 -0.3531526   0.02066417  0.6328061 ],1,1.0,[-0.05865238 -0.15832494  0.0333203   0.34670183]
[-0.05865238 -0.15832494  0.0333203   0.34670183],0,1.0,[-0.06181888 -0.3539046   0.04025433  0.64970285]
[-0.06181888 -0.3539046   0.04025433  0.64970285],1,1.0,[-0.06889697 -0.15936583  0.05324839  0.36996263]
[-0.06889697 -0.15936583  0.05324839  0.36996263],1,1.0,[-0.07208429  0.03496073  0.06064764  0.09453358]
[-0.07208429  0.03496073  0.06064764  0.09453358],1,1.0,[-0.07138507  0.22916336  0.06253831 -0.17841533]
[-0.07138507  0.22916336  0.06253831 -0.17841533],1,1.0,[-0.06680181  0.42333722  0.05897001 -0.45073244]
[-0.06680181  0.42333722  0.05897001 -0.45073244],0,1.0,[-0.05833506  0.22743297  0.04995536 -0.14005972]
[-0.05833506  0.22743297  0.04995536 -0.14005972],0,1.0,[-0.0537864   0.03163246  0.04715417  0.16795541]
[-0.0537864   0.03163246  0.04715417  0.16795541],0,1.0,[-0.05315375 -0.16413163  0.05051327  0.47513333]
[-0.05315375 -0.16413163  0.05051327  0.47513333],0,1.0,[-0.05643639 -0.35992914  0.06001594  0.78329957]
[-0.05643639 -0.35992914  0.06001594  0.78329957],1,1.0,[-0.06363497 -0.16568106  0.07568193  0.5100861 ]
[-0.06363497 -0.16568106  0.07568193  0.5100861 ],1,1.0,[-0.06694859  0.02829769  0.08588365  0.24218017]
[-0.06694859  0.02829769  0.08588365  0.24218017],1,1.0,[-0.06638263  0.22209457  0.09072725 -0.02222495]
[-0.06638263  0.22209457  0.09072725 -0.02222495],1,1.0,[-0.06194074  0.41580617  0.09028276 -0.28496006]
[-0.06194074  0.41580617  0.09028276 -0.28496006],0,1.0,[-0.05362462  0.21952035  0.08458356  0.03477664]
[-0.05362462  0.21952035  0.08458356  0.03477664],1,1.0,[-0.04923422  0.4133339   0.08527909 -0.23006643]
[-0.04923422  0.4133339   0.08527909 -0.23006643],0,1.0,[-0.04096754  0.21710342  0.08067776  0.0882513 ]
[-0.04096754  0.21710342  0.08067776  0.0882513 ],0,1.0,[-0.03662547  0.02092328  0.08244278  0.40525788]
[-0.03662547  0.02092328  0.08244278  0.40525788],1,1.0,[-0.036207    0.21478523  0.09054794  0.13966335]
[-0.036207    0.21478523  0.09054794  0.13966335],0,1.0,[-0.03191129  0.01849094  0.09334121  0.4594833 ]
[-0.03191129  0.01849094  0.09334121  0.4594833 ],0,1.0,[-0.03154148 -0.17781791  0.10253087  0.7800672 ]
[-0.03154148 -0.17781791  0.10253087  0.7800672 ],1,1.0,[-0.03509784  0.01575626  0.11813222  0.52132213]
[-0.03509784  0.01575626  0.11813222  0.52132213],0,1.0,[-0.03478271 -0.18081312  0.12855867  0.8487714 ]
[-0.03478271 -0.18081312  0.12855867  0.8487714 ],1,1.0,[-0.03839897  0.01234316  0.1455341   0.59912014]
[-0.03839897  0.01234316  0.1455341   0.59912014],0,1.0,[-0.03815211 -0.18448295  0.1575165   0.93387437]
[-0.03815211 -0.18448295  0.1575165   0.93387437],0,1.0,[-0.04184177 -0.38133883  0.17619398  1.2716211 ]
[-0.04184177 -0.38133883  0.17619398  1.2716211 ],1,1.0,[-0.04946855 -0.18884799  0.2016264   1.0388886 ]
[-0.04946855 -0.18884799  0.2016264   1.0388886 ],1,1.0,[-0.0532455   0.00310764  0.22240417  0.8156653 ]
[-0.02041217 -0.01850887 -0.00347487  0.03700906],1,1.0,[-0.02078234  0.17666274 -0.00273468 -0.2567682 ]
[-0.02078234  0.17666274 -0.00273468 -0.2567682 ],0,1.0,[-0.01724909 -0.01842006 -0.00787005  0.03505092]
[-0.01724909 -0.01842006 -0.00787005  0.03505092],0,1.0,[-0.01761749 -0.21342827 -0.00716903  0.3252404 ]
[-0.01761749 -0.21342827 -0.00716903  0.3252404 ],1,1.0,[-0.02188606 -0.01820499 -0.00066422  0.03030532]
[-0.02188606 -0.01820499 -0.00066422  0.03030532],1,1.0,[-2.2250155e-02  1.7692648e-01 -5.8115391e-05 -2.6258710e-01]
[-2.2250155e-02  1.7692648e-01 -5.8115391e-05 -2.6258710e-01],1,1.0,[-0.01871162  0.37204927 -0.00530986 -0.5552884 ]
[-0.01871162  0.37204927 -0.00530986 -0.5552884 ],0,1.0,[-0.01127064  0.17700227 -0.01641562 -0.26428306]
[-0.01127064  0.17700227 -0.01641562 -0.26428306],0,1.0,[-0.00773059 -0.01788158 -0.02170129  0.02317733]
[-0.00773059 -0.01788158 -0.02170129  0.02317733],1,1.0,[-0.00808823  0.17754476 -0.02123774 -0.27627283]
[-0.00808823  0.17754476 -0.02123774 -0.27627283],1,1.0,[-0.00453733  0.37296316 -0.0267632  -0.5755778 ]
[-0.00453733  0.37296316 -0.0267632  -0.5755778 ],1,1.0,[ 0.00292193  0.56844985 -0.03827475 -0.8765702 ]
[ 0.00292193  0.56844985 -0.03827475 -0.8765702 ],1,1.0,[ 0.01429093  0.7640706  -0.05580616 -1.1810364 ]
[ 0.01429093  0.7640706  -0.05580616 -1.1810364 ],1,1.0,[ 0.02957234  0.9598707  -0.07942688 -1.490678  ]
[ 0.02957234  0.9598707  -0.07942688 -1.490678  ],1,1.0,[ 0.04876975  1.1558647  -0.10924044 -1.807069  ]
[ 0.04876975  1.1558647  -0.10924044 -1.807069  ],0,1.0,[ 0.07188705  0.96211815 -0.14538182 -1.5502343 ]
[ 0.07188705  0.96211815 -0.14538182 -1.5502343 ],0,1.0,[ 0.09112941  0.7690088  -0.1763865  -1.3062179 ]
[ 0.09112941  0.7690088  -0.1763865  -1.3062179 ],0,1.0,[ 0.10650959  0.57650596 -0.20251086 -1.073533  ]
[ 0.10650959  0.57650596 -0.20251086 -1.073533  ],0,1.0,[ 0.1180397   0.3845516  -0.22398153 -0.8506176 ]
[0.0321308  0.04357558 0.02550947 0.01480003],1,1.0,[ 0.03300231  0.23832259  0.02580547 -0.26972646]
[ 0.03300231  0.23832259  0.02580547 -0.26972646],1,1.0,[ 0.03776876  0.43306696  0.02041094 -0.5541598 ]
[ 0.03776876  0.43306696  0.02041094 -0.5541598 ],0,1.0,[ 0.0464301   0.23766443  0.00932775 -0.25511667]
[ 0.0464301   0.23766443  0.00932775 -0.25511667],1,1.0,[ 0.05118339  0.43265197  0.00422541 -0.5448429 ]
[ 0.05118339  0.43265197  0.00422541 -0.5448429 ],1,1.0,[ 0.05983643  0.6277143  -0.00667144 -0.83619153]
[ 0.05983643  0.6277143  -0.00667144 -0.83619153],0,1.0,[ 0.07239071  0.4326841  -0.02339528 -0.5456141 ]
[ 0.07239071  0.4326841  -0.02339528 -0.5456141 ],0,1.0,[ 0.0810444   0.23789856 -0.03430756 -0.26039335]
[ 0.0810444   0.23789856 -0.03430756 -0.26039335],1,1.0,[ 0.08580237  0.43349305 -0.03951542 -0.56369686]
[ 0.08580237  0.43349305 -0.03951542 -0.56369686],0,1.0,[ 0.09447223  0.23894717 -0.05078936 -0.2837204 ]
[ 0.09447223  0.23894717 -0.05078936 -0.2837204 ],0,1.0,[ 0.09925117  0.04458503 -0.05646377 -0.00747879]
[ 0.09925117  0.04458503 -0.05646377 -0.00747879],0,1.0,[ 0.10014287 -0.1496836  -0.05661335  0.26686823]
[ 0.10014287 -0.1496836  -0.05661335  0.26686823],0,1.0,[ 0.0971492  -0.3439538  -0.05127598  0.5411712 ]
[ 0.0971492  -0.3439538  -0.05127598  0.5411712 ],1,1.0,[ 0.09027012 -0.14815003 -0.04045256  0.23278308]
[ 0.09027012 -0.14815003 -0.04045256  0.23278308],1,1.0,[ 0.08730713  0.04752588 -0.0357969  -0.07238048]
[ 0.08730713  0.04752588 -0.0357969  -0.07238048],1,1.0,[ 0.08825764  0.24314226 -0.03724451 -0.3761391 ]
[ 0.08825764  0.24314226 -0.03724451 -0.3761391 ],0,1.0,[ 0.09312049  0.04856855 -0.04476729 -0.0954283 ]
[ 0.09312049  0.04856855 -0.04476729 -0.0954283 ],0,1.0,[ 0.09409185 -0.14588413 -0.04667585  0.1828013 ]
[ 0.09409185 -0.14588413 -0.04667585  0.1828013 ],1,1.0,[ 0.09117418  0.04987355 -0.04301983 -0.12423313]
[ 0.09117418  0.04987355 -0.04301983 -0.12423313],0,1.0,[ 0.09217165 -0.14460653 -0.04550449  0.15457316]
[ 0.09217165 -0.14460653 -0.04550449  0.15457316],1,1.0,[ 0.08927952  0.05113643 -0.04241303 -0.15211105]
[ 0.08927952  0.05113643 -0.04241303 -0.15211105],0,1.0,[ 0.09030224 -0.14335336 -0.04545525  0.12689559]
[ 0.09030224 -0.14335336 -0.04545525  0.12689559],1,1.0,[ 0.08743518  0.0523893  -0.04291734 -0.17977437]
[ 0.08743518  0.0523893  -0.04291734 -0.17977437],1,1.0,[ 0.08848296  0.24809828 -0.04651282 -0.48568135]
[ 0.08848296  0.24809828 -0.04651282 -0.48568135],0,1.0,[ 0.09344493  0.05366249 -0.05622645 -0.20801292]
[ 0.09344493  0.05366249 -0.05622645 -0.20801292],0,1.0,[ 0.09451818 -0.14061227 -0.06038671  0.06641683]
[ 0.09451818 -0.14061227 -0.06038671  0.06641683],0,1.0,[ 0.09170593 -0.3348188  -0.05905837  0.33945274]
[ 0.09170593 -0.3348188  -0.05905837  0.33945274],0,1.0,[ 0.08500955 -0.52905285 -0.05226932  0.6129428 ]
[ 0.08500955 -0.52905285 -0.05226932  0.6129428 ],1,1.0,[ 0.0744285  -0.3332409  -0.04001046  0.30426583]
[ 0.0744285  -0.3332409  -0.04001046  0.30426583],0,1.0,[ 0.06776368 -0.5277705  -0.03392515  0.58406675]
[ 0.06776368 -0.5277705  -0.03392515  0.58406675],1,1.0,[ 0.05720827 -0.33219016 -0.02224381  0.28089294]
[ 0.05720827 -0.33219016 -0.02224381  0.28089294],1,1.0,[ 0.05056447 -0.13675807 -0.01662595 -0.01872178]
[ 0.05056447 -0.13675807 -0.01662595 -0.01872178],0,1.0,[ 0.04782931 -0.33163768 -0.01700039  0.26866946]
[ 0.04782931 -0.33163768 -0.01700039  0.26866946],0,1.0,[ 0.04119655 -0.526513   -0.011627    0.55594224]
[ 0.04119655 -0.526513   -0.011627    0.55594224],0,1.0,[ 3.0666294e-02 -7.2146976e-01 -5.0815393e-04  8.4493941e-01]
[ 3.0666294e-02 -7.2146976e-01 -5.0815393e-04  8.4493941e-01],0,1.0,[ 0.0162369  -0.9165848   0.01639063  1.1374625 ]
[ 0.0162369  -0.9165848   0.01639063  1.1374625 ],1,1.0,[-0.0020948  -0.721681    0.03913988  0.8499647 ]
[-0.0020948  -0.721681    0.03913988  0.8499647 ],0,1.0,[-0.01652842 -0.9173142   0.05613918  1.154694  ]
[-0.01652842 -0.9173142   0.05613918  1.154694  ],0,1.0,[-0.0348747  -1.1131215   0.07923306  1.4644384 ]
[-0.0348747  -1.1131215   0.07923306  1.4644384 ],1,1.0,[-0.05713713 -0.91905445  0.10852183  1.1975213 ]
[-0.05713713 -0.91905445  0.10852183  1.1975213 ],0,1.0,[-0.07551822 -1.1154006   0.13247225  1.5221506 ]
[-0.07551822 -1.1154006   0.13247225  1.5221506 ],1,1.0,[-0.09782623 -0.9221044   0.16291526  1.27358   ]
[-0.09782623 -0.9221044   0.16291526  1.27358   ],0,1.0,[-0.11626831 -1.1188862   0.18838686  1.6125296 ]
[-0.11626831 -1.1188862   0.18838686  1.6125296 ],1,1.0,[-0.13864604 -0.9264214   0.22063746  1.3839989 ]
[ 0.04310529  0.04661809 -0.01223887  0.02511055],1,1.0,[ 0.04403765  0.2419134  -0.01173666 -0.27140862]
[ 0.04403765  0.2419134  -0.01173666 -0.27140862],1,1.0,[ 0.04887592  0.43720084 -0.01716483 -0.5677701 ]
[ 0.04887592  0.43720084 -0.01716483 -0.5677701 ],1,1.0,[ 0.05761993  0.6325593  -0.02852024 -0.8658109 ]
[ 0.05761993  0.6325593  -0.02852024 -0.8658109 ],1,1.0,[ 0.07027112  0.8280576  -0.04583645 -1.1673228 ]
[ 0.07027112  0.8280576  -0.04583645 -1.1673228 ],1,1.0,[ 0.08683227  1.023745   -0.06918291 -1.4740168 ]
[ 0.08683227  1.023745   -0.06918291 -1.4740168 ],1,1.0,[ 0.10730717  1.219641   -0.09866324 -1.7874813 ]
[ 0.10730717  1.219641   -0.09866324 -1.7874813 ],1,1.0,[ 0.1317      1.4157224  -0.13441287 -2.1091332 ]
[ 0.1317      1.4157224  -0.13441287 -2.1091332 ],1,1.0,[ 0.16001444  1.6119095  -0.17659554 -2.440158  ]
[ 0.16001444  1.6119095  -0.17659554 -2.440158  ],1,1.0,[ 0.19225262  1.8080484  -0.22539869 -2.78144   ]
[ 0.02971801  0.01555992 -0.01992141 -0.0156936 ],0,1.0,[ 0.03002921 -0.17927076 -0.02023528  0.27063793]
[ 0.03002921 -0.17927076 -0.02023528  0.27063793],1,1.0,[ 0.0264438   0.01613402 -0.01482252 -0.02835801]
[ 0.0264438   0.01613402 -0.01482252 -0.02835801],1,1.0,[ 0.02676648  0.21146537 -0.01538968 -0.3256805 ]
[ 0.02676648  0.21146537 -0.01538968 -0.3256805 ],1,1.0,[ 0.03099578  0.406803   -0.02190329 -0.6231767 ]
[ 0.03099578  0.406803   -0.02190329 -0.6231767 ],0,1.0,[ 0.03913184  0.21199363 -0.03436682 -0.33747172]
[ 0.03913184  0.21199363 -0.03436682 -0.33747172],1,1.0,[ 0.04337172  0.40758735 -0.04111626 -0.64079094]
[ 0.04337172  0.40758735 -0.04111626 -0.64079094],0,1.0,[ 0.05152346  0.21306199 -0.05393208 -0.36133426]
[ 0.05152346  0.21306199 -0.05393208 -0.36133426],0,1.0,[ 0.0557847   0.01874645 -0.06115876 -0.08613309]
[ 0.0557847   0.01874645 -0.06115876 -0.08613309],0,1.0,[ 0.05615963 -0.17544794 -0.06288143  0.18664442]
[ 0.05615963 -0.17544794 -0.06288143  0.18664442],1,1.0,[ 0.05265068  0.02051469 -0.05914854 -0.12519354]
[ 0.05265068  0.02051469 -0.05914854 -0.12519354],1,1.0,[ 0.05306097  0.21643195 -0.06165241 -0.43593502]
[ 0.05306097  0.21643195 -0.06165241 -0.43593502],1,1.0,[ 0.05738961  0.41237    -0.07037111 -0.747398  ]
[ 0.05738961  0.41237    -0.07037111 -0.747398  ],1,1.0,[ 0.06563701  0.6083886  -0.08531907 -1.0613703 ]
[ 0.06563701  0.6083886  -0.08531907 -1.0613703 ],0,1.0,[ 0.07780478  0.4144937  -0.10654648 -0.7966392 ]
[ 0.07780478  0.4144937  -0.10654648 -0.7966392 ],1,1.0,[ 0.08609466  0.61090374 -0.12247926 -1.1208491 ]
[ 0.08609466  0.61090374 -0.12247926 -1.1208491 ],0,1.0,[ 0.09831273  0.41758224 -0.14489624 -0.86895806]
[ 0.09831273  0.41758224 -0.14489624 -0.86895806],0,1.0,[ 0.10666437  0.22469722 -0.1622754  -0.625113  ]
[ 0.10666437  0.22469722 -0.1622754  -0.625113  ],0,1.0,[ 0.11115832  0.03216802 -0.17477766 -0.38761318]
[ 0.11115832  0.03216802 -0.17477766 -0.38761318],0,1.0,[ 0.11180168 -0.1600982  -0.18252993 -0.15473096]
[ 0.11180168 -0.1600982  -0.18252993 -0.15473096],1,1.0,[ 0.10859971  0.03710407 -0.18562454 -0.49898666]
[ 0.10859971  0.03710407 -0.18562454 -0.49898666],1,1.0,[ 0.10934179  0.23429112 -0.19560428 -0.8439468 ]
[ 0.10934179  0.23429112 -0.19560428 -0.8439468 ],0,1.0,[ 0.11402762  0.04229904 -0.21248321 -0.61859214]
[ 0.02901238  0.02158057 -0.00571463  0.00459066],1,1.0,[ 0.02944399  0.21678402 -0.00562282 -0.2898898 ]
[ 0.02944399  0.21678402 -0.00562282 -0.2898898 ],0,1.0,[ 0.03377967  0.02174269 -0.01142062  0.00101445]
[ 0.03377967  0.02174269 -0.01142062  0.00101445],0,1.0,[ 0.03421453 -0.17321363 -0.01140033  0.29007226]
[ 0.03421453 -0.17321363 -0.01140033  0.29007226],1,1.0,[ 0.03075026  0.02206901 -0.00559888 -0.00618428]
[ 0.03075026  0.02206901 -0.00559888 -0.00618428],0,1.0,[ 0.03119164 -0.1729722  -0.00572257  0.2847269 ]
[ 0.03119164 -0.1729722  -0.00572257  0.2847269 ],1,1.0,[ 2.7732192e-02  2.2230901e-02 -2.8029061e-05 -9.7553954e-03]
[ 2.7732192e-02  2.2230901e-02 -2.8029061e-05 -9.7553954e-03],0,1.0,[ 2.8176811e-02 -1.7289065e-01 -2.2313697e-04  2.8291869e-01]
[ 2.8176811e-02 -1.7289065e-01 -2.2313697e-04  2.8291869e-01],1,1.0,[ 0.024719    0.02223448  0.00543524 -0.00983461]
[ 0.024719    0.02223448  0.00543524 -0.00983461],0,1.0,[ 0.02516369 -0.17296499  0.00523854  0.28455824]
[ 0.02516369 -0.17296499  0.00523854  0.28455824],1,1.0,[ 0.02170439  0.02208185  0.01092971 -0.0064679 ]
[ 0.02170439  0.02208185  0.01092971 -0.0064679 ],1,1.0,[ 0.02214602  0.21704537  0.01080035 -0.29568243]
[ 0.02214602  0.21704537  0.01080035 -0.29568243],0,1.0,[0.02648693 0.02177112 0.0048867  0.0003871 ]
[0.02648693 0.02177112 0.0048867  0.0003871 ],0,1.0,[ 0.02692235 -0.17342056  0.00489444  0.29460782]
[ 0.02692235 -0.17342056  0.00489444  0.29460782],1,1.0,[0.02345394 0.02163126 0.0107866  0.00347254]
[0.02345394 0.02163126 0.0107866  0.00347254],1,1.0,[ 0.02388657  0.21659687  0.01085605 -0.28578764]
[ 0.02388657  0.21659687  0.01085605 -0.28578764],1,1.0,[ 0.02821851  0.41156232  0.0051403  -0.575027  ]
[ 0.02821851  0.41156232  0.0051403  -0.575027  ],0,1.0,[ 0.03644975  0.21636869 -0.00636024 -0.28072917]
[ 0.03644975  0.21636869 -0.00636024 -0.28072917],0,1.0,[ 0.04077712  0.02133804 -0.01197482  0.00994099]
[ 0.04077712  0.02133804 -0.01197482  0.00994099],0,1.0,[ 0.04120389 -0.17361015 -0.011776    0.2988218 ]
[ 0.04120389 -0.17361015 -0.011776    0.2988218 ],0,1.0,[ 0.03773168 -0.36856228 -0.00579957  0.58776766]
[ 0.03773168 -0.36856228 -0.00579957  0.58776766],0,1.0,[ 0.03036044 -0.5636025   0.00595578  0.87861806]
[ 0.03036044 -0.5636025   0.00595578  0.87861806],0,1.0,[ 0.01908839 -0.7588049   0.02352815  1.1731673 ]
[ 0.01908839 -0.7588049   0.02352815  1.1731673 ],1,1.0,[ 0.00391229 -0.56399655  0.04699149  0.8879524 ]
[ 0.00391229 -0.56399655  0.04699149  0.8879524 ],1,1.0,[-0.00736764 -0.3695428   0.06475054  0.61040413]
[-0.00736764 -0.3695428   0.06475054  0.61040413],1,1.0,[-0.0147585  -0.17538284  0.07695863  0.3387979 ]
[-0.0147585  -0.17538284  0.07695863  0.3387979 ],1,1.0,[-0.01826615  0.0185645   0.08373458  0.07134148]
[-0.01826615  0.0185645   0.08373458  0.07134148],0,1.0,[-0.01789486 -0.17765188  0.08516141  0.38922402]
[-0.01789486 -0.17765188  0.08516141  0.38922402],0,1.0,[-0.0214479  -0.37387282  0.0929459   0.707496  ]
[-0.0214479  -0.37387282  0.0929459   0.707496  ],1,1.0,[-0.02892536 -0.18015297  0.10709582  0.44545722]
[-0.02892536 -0.18015297  0.10709582  0.44545722],0,1.0,[-0.03252842 -0.37661418  0.11600496  0.7698867 ]
[-0.03252842 -0.37661418  0.11600496  0.7698867 ],1,1.0,[-0.0400607  -0.18326361  0.13140269  0.5158391 ]
[-0.0400607  -0.18326361  0.13140269  0.5158391 ],0,1.0,[-0.04372597 -0.37996736  0.14171948  0.8468724 ]
[-0.04372597 -0.37996736  0.14171948  0.8468724 ],0,1.0,[-0.05132532 -0.5767086   0.15865692  1.1805519 ]
[-0.05132532 -0.5767086   0.15865692  1.1805519 ],1,1.0,[-0.06285949 -0.3839613   0.18226796  0.9415118 ]
[-0.06285949 -0.3839613   0.18226796  0.9415118 ],1,1.0,[-0.07053872 -0.19170125  0.20109819  0.71118945]
[-0.07053872 -0.19170125  0.20109819  0.71118945],1,1.0,[-7.4372746e-02  1.5225388e-04  2.1532199e-01  4.8793378e-01]
[ 0.02902429 -0.00806499  0.04996945 -0.01449075],0,1.0,[ 0.02886299 -0.20386663  0.04967963  0.29353002]
[ 0.02886299 -0.20386663  0.04967963  0.29353002],0,1.0,[ 0.02478566 -0.39966038  0.05555023  0.6014581 ]
[ 0.02478566 -0.39966038  0.05555023  0.6014581 ],0,1.0,[ 0.01679245 -0.5955136   0.0675794   0.91110814]
[ 0.01679245 -0.5955136   0.0675794   0.91110814],0,1.0,[ 0.00488218 -0.79148173  0.08580156  1.2242426 ]
[ 0.00488218 -0.79148173  0.08580156  1.2242426 ],0,1.0,[-0.01094745 -0.98759747  0.11028641  1.5425287 ]
[-0.01094745 -0.98759747  0.11028641  1.5425287 ],1,1.0,[-0.0306994  -0.7939605   0.14113699  1.2861965 ]
[-0.0306994  -0.7939605   0.14113699  1.2861965 ],1,1.0,[-0.04657861 -0.60088843  0.16686091  1.0408247 ]
[-0.04657861 -0.60088843  0.16686091  1.0408247 ],0,1.0,[-0.05859638 -0.7977863   0.1876774   1.3808991 ]
[-0.05859638 -0.7977863   0.1876774   1.3808991 ],1,1.0,[-0.0745521  -0.60543597  0.21529539  1.1522939 ]
[ 0.01949387  0.00489192  0.02254581 -0.00661513],0,1.0,[ 0.01959171 -0.19054599  0.02241351  0.29309514]
[ 0.01959171 -0.19054599  0.02241351  0.29309514],1,1.0,[0.01578079 0.00424934 0.02827541 0.00756456]
[0.01578079 0.00424934 0.02827541 0.00756456],0,1.0,[ 0.01586578 -0.19126648  0.0284267   0.30903292]
[ 0.01586578 -0.19126648  0.0284267   0.30903292],1,1.0,[0.01204045 0.00343916 0.03460736 0.02544878]
[0.01204045 0.00343916 0.03460736 0.02544878],1,1.0,[ 0.01210923  0.19804816  0.03511634 -0.2561174 ]
[ 0.01210923  0.19804816  0.03511634 -0.2561174 ],0,1.0,[0.01607019 0.00244289 0.02999399 0.0474317 ]
[0.01607019 0.00244289 0.02999399 0.0474317 ],0,1.0,[ 0.01611905 -0.19309603  0.03094262  0.34942505]
[ 0.01611905 -0.19309603  0.03094262  0.34942505],1,1.0,[0.01225713 0.0015725  0.03793113 0.06665773]
[0.01225713 0.0015725  0.03793113 0.06665773],1,1.0,[ 0.01228858  0.19613068  0.03926428 -0.21382053]
[ 0.01228858  0.19613068  0.03926428 -0.21382053],0,1.0,[0.01621119 0.00047001 0.03498787 0.09098499]
[0.01621119 0.00047001 0.03498787 0.09098499],0,1.0,[ 0.0162206  -0.19513552  0.03680757  0.39449805]
[ 0.0162206  -0.19513552  0.03680757  0.39449805],1,1.0,[ 0.01231788 -0.00055466  0.04469753  0.11364342]
[ 0.01231788 -0.00055466  0.04469753  0.11364342],0,1.0,[ 0.01230679 -0.19628763  0.0469704   0.42008632]
[ 0.01230679 -0.19628763  0.0469704   0.42008632],0,1.0,[ 0.00838104 -0.39204255  0.05537213  0.7271991 ]
[ 0.00838104 -0.39204255  0.05537213  0.7271991 ],1,1.0,[ 0.00054019 -0.19772808  0.06991611  0.4524452 ]
[ 0.00054019 -0.19772808  0.06991611  0.4524452 ],1,1.0,[-0.00341437 -0.00366092  0.07896502  0.18259425]
[-0.00341437 -0.00366092  0.07896502  0.18259425],0,1.0,[-0.00348759 -0.19981876  0.0826169   0.49910575]
[-0.00348759 -0.19981876  0.0826169   0.49910575],0,1.0,[-0.00748397 -0.39600238  0.09259901  0.8166392 ]
[-0.00748397 -0.39600238  0.09259901  0.8166392 ],1,1.0,[-0.01540401 -0.2022619   0.10893179  0.55445874]
[-0.01540401 -0.2022619   0.10893179  0.55445874],0,1.0,[-0.01944925 -0.39873123  0.12002097  0.8793786 ]
[-0.01944925 -0.39873123  0.12002097  0.8793786 ],1,1.0,[-0.02742388 -0.20542651  0.13760854  0.6267089 ]
[-0.02742388 -0.20542651  0.13760854  0.6267089 ],1,1.0,[-0.03153241 -0.01246637  0.15014271  0.3803342 ]
[-0.03153241 -0.01246637  0.15014271  0.3803342 ],0,1.0,[-0.03178174 -0.2093659   0.1577494   0.716337  ]
[-0.03178174 -0.2093659   0.1577494   0.716337  ],1,1.0,[-0.03596905 -0.01673817  0.17207615  0.47716933]
[-0.03596905 -0.01673817  0.17207615  0.47716933],1,1.0,[-0.03630382  0.17558981  0.18161952  0.24327907]
[-0.03630382  0.17558981  0.18161952  0.24327907],0,1.0,[-0.03279202 -0.02159877  0.18648511  0.5873001 ]
[-0.03279202 -0.02159877  0.18648511  0.5873001 ],0,1.0,[-0.03322399 -0.21877527  0.19823112  0.9324463 ]
[-0.03322399 -0.21877527  0.19823112  0.9324463 ],1,1.0,[-0.0375995  -0.02680009  0.21688004  0.7080219 ]
[0.0307117  0.0150564  0.019207   0.04634489],1,1.0,[ 0.03101283  0.20989774  0.02013389 -0.2402167 ]
[ 0.03101283  0.20989774  0.02013389 -0.2402167 ],0,1.0,[0.03521078 0.01449405 0.01532956 0.05874839]
[0.03521078 0.01449405 0.01532956 0.05874839],0,1.0,[ 0.03550066 -0.1808443   0.01650453  0.3562282 ]
[ 0.03550066 -0.1808443   0.01650453  0.3562282 ],1,1.0,[0.03188378 0.01403915 0.02362909 0.06879496]
[0.03188378 0.01403915 0.02362909 0.06879496],0,1.0,[ 0.03216456 -0.18141346  0.02500499  0.36883834]
[ 0.03216456 -0.18141346  0.02500499  0.36883834],0,1.0,[ 0.02853629 -0.3768816   0.03238176  0.6692996 ]
[ 0.02853629 -0.3768816   0.03238176  0.6692996 ],1,1.0,[ 0.02099866 -0.18222451  0.04576775  0.3869856 ]
